ticket_id,customer_id,ticket_text,category_tag,resolution_time_hours,created_date
ST-007487,CUST-617805,"Quick update, the performance became painfully slow!! Support, can you help?",,7.26,2026-02-15
ST-007488,CUST-813805,"Sadly, the battery life needs charging twice a day.",,5.42,2026-01-10
ST-007489,CUST-732136,"Since yesterday, the battery life dies before lunch. Also, the app became painfully slow. Support, can you help?",,14.55,2025-03-30
ST-007490,CUST-788645,"Not gonna lie, the setup account linking fails. This is getting old.",,9.77,2025-05-28
ST-007491,CUST-552615,"After the latest update, the delivery arrived late.",,4.15,2026-06-27
ST-007492,CUST-107055,"I love how this made my routine easier, but the box box was damaged.",,34.28,2026-05-30
ST-007493,CUST-705295,"I love how this looks fantastic, but the performance freezes every few minutes. ???",,9.7,2025-07-13
ST-007494,CUST-086874,"After the latest update, the screen lags after every tap. Hope the next patch sorts it out.",,3.87,2025-07-05
ST-007495,CUST-412359,"Quick update, the fit buttons feel cheap. Also, the package arrived late. Would not recommend right now.",,19.64,2025-04-03
ST-007496,CUST-989625,"Quick update, the charging drains while idle. Hope the next patch sorts it out.",,2.45,2025-04-27
ST-007497,CUST-869263,"Quick update, the app freezes every few minutes. Also, the power drain barely lasts 4 hours. Would not recommend right now.",,11.23,2025-12-24
ST-007498,CUST-560062,Love paying premium prices so the replacement box was damaged. Please fix this.,,8.83,2025-02-10
ST-007499,CUST-551517,"Since yesterday, the sync disconnects at random. #notimpressed",,7.77,2026-02-21
ST-007500,CUST-975193,Five stars for making sure the microphone audio cuts out!! Just kidding. Would not recommend right now.,,11.33,2026-03-20
ST-007501,CUST-784953,"Since yesterday, the replacement package was already open.",,3.71,2025-06-11
ST-007502,CUST-127344,"Since yesterday, the delivery package was already open. Also, the power drain drains while idle. Would not recommend right now.",,9.36,2025-07-17
ST-007503,CUST-580197,"For the price, the installation account linking fails. Also, the connection disconnects at random. Support, can you help?",,11.84,2025-01-15
ST-007504,CUST-621346,"For the price, the onboarding login never completes.",,4.12,2025-04-20
ST-007505,CUST-164615,"For the price, the delivery arrived late. Expected better from Lumen.",,9.92,2025-12-07
ST-007506,CUST-265322,"Amazing job, Lumen—now my box arrived late. Also, the microphone microphone sounds muffled.",,6.37,2025-08-31
ST-007507,CUST-247081,"Since yesterday, the screen buttons feel cheap. Hope the next patch sorts it out.",,7.89,2025-01-19
ST-007508,CUST-014812,"Sadly, the screen lags after every tap. Expected better from Lumen.",,31.35,2026-02-06
ST-007509,CUST-971988,"For the price, the battery barely lasts 2 hours.",,2.52,2025-07-21
ST-007510,CUST-408943,"Sadly, the replacement replacement never came. Also, the power drain dies before lunch. Support, can you help?",,5.79,2025-05-06
ST-007511,CUST-748126,"Quick update, the login setup loops forever. Would not recommend right now.",,17.07,2026-01-11
ST-007512,CUST-817930,"Not gonna lie, the setup setup loops forever. Also, the firmware lags after every tap. Also, the shipping box was damaged. Expected better from Lumen.",,9.82,2026-02-28
ST-007513,CUST-080588,"Honestly, the sound microphone sounds muffled. Expected better from Lumen.",,15.23,2025-04-24
ST-007514,CUST-990580,"After the latest update, the case hurts after an hour!! Expected better from Lumen.",,10.06,2026-02-18
ST-007515,CUST-814033,"Honestly, the installation onboarding is broken. Hope the next patch sorts it out.",,16.95,2025-07-12
ST-007516,CUST-405081,"Quick update, the power drain won't hold a charge. Also, the microphone microphone sounds muffled.",battery,8.3,2025-08-24
ST-007517,CUST-056358,"Three weeks in, the app is surprisingly responsive.",,5.73,2025-01-19
ST-007518,CUST-699021,"Quick update, the interface lags after every tap. Also, the noise cancellation volume is too low. Also, the bluetooth won't sync. Support, can you help?",,3.76,2026-02-15
ST-007519,CUST-311669,"I love how this works exactly as promised, but the sync won't sync. Please fix this.",,6.78,2026-05-21
ST-007520,CUST-460212,"Since yesterday, the design screen is hard to read. Also, the volume noise cancellation got worse. Expected better from Lumen.",,11.97,2025-02-15
ST-007521,CUST-467642,"Quick update, the battery barely lasts 5 hours. Support, can you help?",,6.68,2025-07-05
ST-007522,CUST-812598,"Sadly, the screen looks fantastic.",performance,6.02,2025-03-05
ST-007523,CUST-362074,"I love how this feels premium, but the noise cancellation noise cancellation got worse. Also, the power drain needs charging twice a day. Would not recommend right now. ugh",,30.81,2025-08-03
ST-007524,CUST-988495,"Not gonna lie, the interface keeps crashing.",,4.54,2025-07-14
ST-007525,CUST-912609,"Not gonna lie, the battery life drains while idle. Expected better from Lumen.",battery,13.83,2025-10-06
ST-007526,CUST-203314,"I love how this made my routine easier, but the screen lags after every tap. Also, the replacement box was damaged. This is getting old.",,16.18,2025-09-04
ST-007527,CUST-656571,"Since yesterday, the screen keeps crashing...",,4.15,2025-11-18
ST-007528,CUST-665781,"I love how this has excellent sound, but the battery dies before lunch. Please fix this.",battery,19.15,2026-02-23
ST-007529,CUST-304995,"I love how this feels premium, but the power drain drains while idle. This is getting old.",,22.49,2025-09-05
ST-007530,CUST-043896,"Sadly, the charge needs charging twice a day.",,6.27,2025-08-24
ST-007531,CUST-416450,"Not gonna lie, the battery life drains while idle. Expected better from Lumen.",battery,5.58,2026-05-28
ST-007532,CUST-862953,"Sadly, the case case scratches easily. Expected better from Lumen.",,7.23,2026-06-06
ST-007533,CUST-223072,"Since yesterday, the performance freezes every few minutes. Also, the account login never completes.",performance,9.64,2025-02-07
ST-007534,CUST-487641,"I love how this has excellent sound, but the power drain drains while idle. Please fix this.",,3.37,2025-08-16
ST-007535,CUST-261395,"Three weeks in, the pairing refuses to pair. Would not recommend right now.",,32.75,2025-11-08
ST-007536,CUST-574586,"Not gonna lie, the buttons case scratches easily. Hope the next patch sorts it out.",design,6.56,2026-04-12
ST-007537,CUST-180583,"Three weeks in, the setup account linking fails.",,9.63,2025-06-01
ST-007538,CUST-934083,"Honestly, the performance became painfully slow. Would not recommend right now.",,15.71,2026-04-22
ST-007539,CUST-544278,"I love how this fits perfectly, but the replacement replacement nevr came.",,5.6,2025-03-23
ST-007540,CUST-859881,"Quick update, the login onboarding is broken. This is getting old.",,11.82,2025-04-29
ST-007541,CUST-920696,"Honestly, the bluetooth drops the connection. Support, can you help?",,30.48,2025-03-16
ST-007542,CUST-569325,"Quick update, the performance keeps crashing. Hope the next patch sorts it out.",performance,3.78,2025-11-14
ST-007543,CUST-962762,"Not gonna lie, the design hurts after an hour. Hope the next patch sorts it out.",,11.53,2026-06-21
ST-007544,CUST-236831,"Not gonna lie, the connection drops the connection. Also, the battery drains while idle.",,19.35,2025-04-28
ST-007545,CUST-275341,"I love how this feels premium, but the account onboarding is broken. Would not recommend right now.",,15.35,2025-10-12
ST-007546,CUST-839955,"Not gonna lie, the installation feels premium. Expected better from Lumen. :/",,16.99,2025-03-12
ST-007547,CUST-780228,"I love how this was easy to set up, but the case hurts after an hour.",,8.42,2025-09-01
ST-007548,CUST-017710,"For the pricee, the pairing won't sync.",connectivity,19.1,2026-01-31
ST-007549,CUST-629450,"Sadly, the package box was damaged.",,9.95,2025-01-08
ST-007550,CUST-269447,"For the price, the charging is surprisingly responsive. Please fix this.",,13.23,2025-07-29
ST-007551,CUST-353414,"For the price, the case buttons feel cheap. Would not recommend right now.",design,13.42,2025-11-14
ST-007552,CUST-391032,"After the latest update, the onbarding account linking fails.",setup,14.06,2025-02-21
ST-007553,CUST-318667,"Sadly, the sccreen hurts after an hour. #notimpressed",,22.83,2026-01-07
ST-007554,CUST-906674,"Quick update, the battery life won't hold a charge. Also, the replacement arrived late.",,3.61,2026-04-26
ST-007555,CUST-772011,"Not gonna lie, the charging drains while idle. Also, the bluetooth forgets my device. Support, can you help?",,4.62,2025-08-24
ST-007556,CUST-040838,"Quick update, the replacement wrong item was shipped...",,5.37,2026-04-05
ST-007557,CUST-437826,"Quick update, the interface keeps crashing. Expected better from Lumen.",,4.61,2025-11-21
ST-007558,CUST-018777,"I love how this is surprisingly responsive, but the charge needs charging twice a day.",battery,3.32,2025-10-17
ST-007559,CUST-953342,"Sadly, the setup onboarding is broken. Hope the next patch sorts it out.",,31.25,2025-04-11
ST-007560,CUST-253939,"Since yesterday, the shipping box was damaged. Also, the account onboarding is broken. This is getting old.",delivery,9.9,2026-01-30
ST-007561,CUST-224257,"Quick update, the wifi drops the connection. This is getting old.",,3.93,2025-11-08
ST-007562,CUST-772774,"Since yesterday, the shipping arived late.",,12.06,2026-06-08
ST-007563,CUST-575021,"Since yesterday, the replacement replacement never came. Also, the interface lags after every tap. This is getting old.",,15.41,2025-07-05
ST-007564,CUST-885211,Love paying premium prices so the onboarding onboarding is broken.,,4.48,2025-07-05
ST-007565,CUST-484603,"Honestly, the performance lags after every tap. Please fix this. smh",,3.97,2026-05-09
ST-007566,CUST-638396,"After the latest update, the audio works exactly as promised. Expected better from Lumen.",,15.23,2025-10-24
ST-007567,CUST-878842,"Quick update, the volume audio cuts out. Hope the next patch sorts it out.",,8.36,2025-03-02
ST-007568,CUST-047598,"Since yesterday, the screen has excellent sound. Hope the next patch sorts it out.",,10.25,2025-01-08
ST-007569,CUST-358947,"Sadly, the connection drops the connection. Expected better from Lumen.",,6.39,2025-06-18
ST-007570,CUST-706939,"I love how this is surprisingly responsive, but the wifi dissconnects at random. Support, can you help?",,5.89,2025-10-31
ST-007571,CUST-285320,"Honestly, the interface lags after every tap. Also, the power drain drains while idle.",,9.26,2026-06-24
ST-007572,CUST-254616,"Thrree weeks in, the sound noise cancellation got worse. Would not recommend right now.",,22.7,2026-06-03
ST-007573,CUST-794677,"Since yesterday, the microphone audio cuts out.",,11.07,2026-02-05
ST-007574,CUST-818986,Love paying premium prices so the login account linking fails. Please fix this.,,5.85,2026-04-07
ST-007575,CUST-361395,Love paying premium prices so the charge won't hold a charge. Hope the next patch sorts it out.,battery,3.51,2026-01-11
ST-007576,CUST-945921,"Quick update, the box package was already open. Also, the login instructions are confusing. Would not recommend right now.",,35.4,2026-03-20
ST-007577,CUST-185723,"For the price, the audio volume is too low... Would not recommend right now.",,7.45,2026-06-23
ST-007578,CUST-501947,"Not gonna lie, the onboarding setup loops forever.",,10.22,2025-10-08
ST-007579,CUST-377962,"Three weeks in, the battery won't hold a charge. This is getting old.",,16.57,2026-01-21
ST-007580,CUST-638965,"After the latest update, the wifi disconnects at random.",,8.77,2025-11-19
ST-007581,CUST-499779,"Quick update, the performance lags after every tap. Would not recommend right now.",,3.69,2025-06-07
ST-007582,CUST-178220,"After the latest update, the performance lags after every tap.",,15.69,2025-08-24
ST-007583,CUST-081001,"I love how this is surprisingly responsive, but the sync drops the connection. Please fix this.",,8.29,2026-04-02
ST-007584,CUST-428669,"Three weeks in, the replacement has excellent sound. Would not recommend right now.",,7.12,2025-01-17
ST-007585,CUST-062515,"Since yesterday, the installation instructions are confusing. Expected better from Lumen.",,14.0,2025-11-26
ST-007586,CUST-759514,"Three weeks in, the charge drains while idle. Also, the screen keeps crashing. Would not recommend right now.",battery,6.87,2026-06-04
ST-007587,CUST-909671,"Quick update, the firmware became painfully slow.",,20.06,2026-04-11
ST-007588,CUST-080045,"Three weeks in, the connection forgets my device. Also, the shipping box was damaged.",,23.32,2026-06-20
ST-007589,CUST-872422,"After the latest update, the battery life needs charging twice a day. Would not recommend right now. ugh",,10.02,2025-04-18
ST-007590,CUST-749665,"I love how this was easy to set up, but the app became paainfully slow.",,7.79,2025-09-05
ST-007591,CUST-294830,"Honestly, the case screen is hard to read. Also, the screen stutters constantly. This is getting old.",,14.47,2025-02-03
ST-007592,CUST-517197,Exactly what I wanted: a dvice that wrong item was shipped. Expected better from Lumen.,,8.74,2025-06-06
